44675,0.708032
189266,1.042699
782182,0.400003
171374,1.2695290000000001
282185,1.266836
259960,1.9805419999999998
417343,2.564197
647574,0.210339
461500,1.4825
311413,0.845039
227717,2.3095380000000003
689899,2.287337
467893,2.6370139999999997
78793,3.312983
596372,1.2188
261373,2.3534770000000003
752403,2.426568
97300,4.188728
131879,1.107811
110769,1.7632439999999998
459606,1.74173
789315,1.524745
792512,0.654597
151225,0.934183
472121,1.04106
487995,0.797479
121807,0.067473
91322,1.005736
660183,1.701086
111365,4.408529
744779,0.315811
57481,1.6436689999999998
78691,0.890325
156742,3.8723349999999996
179709,1.8895380000000002
190164,0.9654020000000001
354912,2.725291
254955,0.9805879999999999
61827,3.632328
564216,3.6719559999999998
31647,2.6641340000000002
325007,0.8674
144555,1.5289540000000001
278011,0.6158600000000001
611326,3.2007950000000003
750847,4.216476999999999
222461,1.75456
789119,1.073135
538614,2.7815
386721,1.277128
419674,1.291923
341528,4.057061
803829,3.296247
186302,0.734765
599459,4.181103
244732,2.058707
341037,3.668512
618066,1.175043
284528,1.51686
356174,0.950737
510773,1.501676
497548,0.679669
64717,1.6529779999999998
260092,1.5668739999999999
94570,3.260038
653653,1.594506
89536,1.3293780000000002
468128,0.745672
277716,0.510646
327314,2.021314
719241,1.7289900000000002
442505,0.896241
738181,1.882339
413670,1.202459
319319,3.5817300000000003
337994,4.030533999999999
115247,0.575142
223887,1.194045
534581,0.364001
521371,0.5365949999999999
177923,2.795517
165918,2.2474369999999997
128377,2.54995
144581,0.475274
22194,1.850971
83800,1.459655
365495,2.268463
495564,2.481836
407031,1.075983
111808,2.227128
702573,0.52474
663626,1.188018
746519,2.421964
739298,2.905836
257238,0.795954
190701,0.813525
288558,0.878079
600643,1.898866
25278,0.478703
309505,2.052165
126899,1.1180350000000001
460950,1.765677
511816,1.618105
334788,0.946401
534877,1.364019
307806,1.3275700000000001
389266,1.71007
149084,3.128698
599366,0.319891
196080,0.488385
761704,3.892781
436210,3.121628
48891,2.0095240000000003
734489,2.19083
521558,0.190268
717539,3.473896
650163,0.682963
28234,2.354622
480321,1.340039
636245,3.8122339999999997
494301,1.482197
7576,1.23065
748426,2.683794
727067,0.74442
587013,2.173913
146921,1.535943
775507,3.6105419999999997
517895,2.913112
712907,1.076737
542415,0.5504220000000001
117986,0.753778
333933,0.691645
499358,0.8195469999999999
631740,1.07493
758214,3.088663
619558,0.395764
780656,2.906055
372998,1.465058
284286,1.482745
215099,0.687133
587849,1.451732
717973,1.469842
164433,2.685086
720624,3.121734
696365,4.219352
491822,1.002939
611425,3.876846
344195,2.204475
484103,1.913729
801240,1.523167
399176,1.350611
228370,0.566711
595763,0.70718
91485,1.345523
38824,0.26098000000000005
61979,4.12403
289247,0.8897440000000001
750948,1.243883
802610,1.871492
501216,1.058095
121661,0.100573
746394,1.584302
638699,0.9977659999999999
460711,2.529011
545372,1.220954
364969,1.8020610000000001
58895,0.682635
2498,3.765475
75438,1.8658299999999999
645015,1.777677
517,3.197316
106128,2.831509
359235,4.95731
348715,2.1074669999999998
790118,2.737378
166213,1.584131
317144,0.408213
112186,4.063251999999999
479694,0.79819
482655,0.864916
535545,0.6149939999999999
119944,0.5928680000000001
379353,2.280775
80464,2.220891
28029,2.2347069999999998
51128,0.5967399999999999
750758,3.856555
357696,3.071016
180920,1.392526
596371,1.285402
52007,1.83293
572774,1.431141
528527,1.890467
196452,1.563508
210351,1.985796
475341,1.619909
616868,0.50589
33448,2.135944
745152,1.575469
734984,1.6107120000000001
21558,0.952894
333163,0.824916
117185,1.651313
102076,5.606274
452579,2.80773
6776,4.005763
131625,1.567785
478909,3.568521
489482,1.100393
140467,0.646437
604284,1.360719
332915,6.294596
315215,0.706777
288164,1.7913310000000002
348732,2.625844
708449,4.647949
139122,0.895098
8601,4.42676
429444,0.9558469999999999
332472,1.01175
15890,2.65335
24089,0.694314
750777,4.127654
114361,3.5890690000000003
697295,2.041189
109956,3.283161
482346,0.157164
159472,4.174957
791484,3.398624
755640,2.5244619999999998
60179,0.914424
351805,2.157742
122276,0.912968
726813,1.417953
250130,2.286115
671377,0.852318
15639,1.004059
44044,1.196774
302089,0.382415
75456,2.6048720000000003
775552,5.4461
135324,0.255274
317150,0.625428
241059,3.6059449999999997
174054,1.5739809999999999
113934,0.565308
74230,1.03146
507459,0.10997699999999999
388762,1.877898
7234,4.804568
421719,1.913687
60894,0.427935
676836,1.581605
555129,1.6300350000000001
533979,1.6604400000000001
509701,4.867497
666705,2.56606
782856,0.8592139999999999
492497,2.562585
739792,1.7842580000000001
521494,0.220969
25785,1.323712
396619,3.4190989999999997
735986,1.4107049999999999
83787,0.991511
432290,3.6020339999999997
801155,1.634018
52964,1.544666
247932,1.379637
56297,3.8571370000000003
642866,0.29769
354484,0.8819049999999999
90410,0.523602
301072,3.7012089999999995
383049,1.615668
480692,0.324183
778850,0.772356
182052,0.215554
605892,1.288469
130985,1.301665
535650,0.47763999999999995
462060,3.2843160000000005
678944,0.848613
118052,0.650712
476934,1.3139969999999999
686024,1.543647
594461,1.6904439999999998
729756,3.029811
341232,3.573776
33528,0.819616
456038,3.371597
280323,1.500317
173783,1.022808
528794,5.822504
338169,3.963736
143449,1.0815649999999999
276670,5.257344
124333,0.857672
208508,2.56507
796974,2.203495
175395,0.802617
484042,1.429718
17848,3.2994160000000003
505645,1.036808
